date,price
2023-06-26,119.13
2023-06-27,119.11
2023-06-28,119.16
2023-06-29,119.14
2023-06-30,119.19
2023-07-01,119.17
2023-07-02,119.22
2023-07-03,119.20
2023-07-04,119.25
2023-07-05,119.23
2023-07-06,119.28
2023-07-07,119.26
2023-07-08,119.31
2023-07-09,119.29
2023-07-10,119.34
2023-07-11,119.32
2023-07-12,119.37
2023-07-13,119.35
2023-07-14,119.40
2023-07-15,119.38
2023-07-16,119.43
2023-07-17,119.41
2023-07-18,119.46
2023-07-19,119.44
2023-07-20,119.49
2023-07-21,119.47
2023-07-22,119.52
2023-07-23,119.50
2023-07-24,119.55
2023-07-25,119.53
2023-07-26,119.58
2023-07-27,119.56
2023-07-28,119.61
2023-07-29,119.59
2023-07-30,119.64
2023-07-31,119.62
2023-08-01,119.67
2023-08-02,119.65
2023-08-03,119.70
2023-08-04,119.68
2023-08-05,119.73
2023-08-06,119.71
2023-08-07,119.76
2023-08-08,119.74
2023-08-09,119.79
2023-08-10,119.77
2023-08-11,119.82
2023-08-12,119.80
2023-08-13,119.85
2023-08-14,119.83
2023-08-15,119.88
2023-08-16,119.86
2023-08-17,119.91
2023-08-18,119.89
2023-08-19,119.94
2023-08-20,119.92
2023-08-21,119.97
2023-08-22,119.95
2023-08-23,120.00
2023-08-24,119.98
2023-08-25,120.03
2023-08-26,120.01
2023-08-27,120.06
2023-08-28,120.04
2023-08-29,120.09
2023-08-30,120.07
2023-08-31,120.12
2023-09-01,120.10
2023-09-02,120.15
2023-09-03,120.13
2023-09-04,120.18
2023-09-05,120.16
2023-09-06,120.21
2023-09-07,120.19
2023-09-08,120.24
2023-09-09,120.22
2023-09-10,120.27
2023-09-11,120.25
2023-09-12,120.30
2023-09-13,120.28
2023-09-14,120.33
2023-09-15,120.31
2023-09-16,120.36
2023-09-17,120.34
2023-09-18,120.39
2023-09-19,120.37
2023-09-20,120.42
2023-09-21,120.40
2023-09-22,120.45
2023-09-23,120.43
2023-09-24,120.48
2023-09-25,120.46
2023-09-26,120.51
2023-09-27,120.49
2023-09-28,120.54
2023-09-29,120.52
2023-09-30,120.57
2023-10-01,120.55
2023-10-02,120.60
2023-10-03,120.58
2023-10-04,120.63
2023-10-05,120.61
2023-10-06,120.66
2023-10-07,120.64
2023-10-08,120.69
2023-10-09,120.67
2023-10-10,120.72
2023-10-11,120.70
2023-10-12,120.75
2023-10-13,120.73
2023-10-14,120.78
2023-10-15,120.76
2023-10-16,120.81
2023-10-17,120.79
2023-10-18,120.84
2023-10-19,120.82
2023-10-20,120.87
2023-10-21,120.85
2023-10-22,120.90
2023-10-23,120.88
2023-10-24,120.93
2023-10-25,120.91
2023-10-26,120.96
2023-10-27,120.94
2023-10-28,120.99
2023-10-29,120.97
2023-10-30,121.02
2023-10-31,121.00
2023-11-01,121.05
2023-11-02,121.03
2023-11-03,121.08
2023-11-04,121.06
2023-11-05,121.11
2023-11-06,121.09
2023-11-07,121.14
2023-11-08,121.12
2023-11-09,121.17
2023-11-10,121.15
2023-11-11,121.20
2023-11-12,121.18
2023-11-13,121.23
2023-11-14,121.21
2023-11-15,121.26
2023-11-16,121.24
2023-11-17,121.29
2023-11-18,121.27
2023-11-19,121.32
2023-11-20,121.30
2023-11-21,121.35
2023-11-22,121.33
2023-11-23,121.38
2023-11-24,121.36
2023-11-25,121.41
2023-11-26,121.39
2023-11-27,121.44
2023-11-28,121.42
2023-11-29,121.47
2023-11-30,121.45
2023-12-01,121.50
2023-12-02,121.48
2023-12-03,121.53
2023-12-04,121.51
2023-12-05,121.56
2023-12-06,121.54
2023-12-07,121.59
2023-12-08,121.57
2023-12-09,121.62
2023-12-10,121.60
2023-12-11,121.65
2023-12-12,121.63
2023-12-13,121.68
2023-12-14,121.66
2023-12-15,121.71
2023-12-16,121.69
2023-12-17,121.74
2023-12-18,121.72
2023-12-19,121.77
2023-12-20,121.75
2023-12-21,121.80
2023-12-22,121.78
2023-12-23,121.83
2023-12-24,121.81
2023-12-25,121.86
2023-12-26,121.84
2023-12-27,121.89
2023-12-28,121.87
2023-12-29,121.92
2023-12-30,121.90
2023-12-31,121.95
2024-01-01,121.93
2024-01-02,121.98
2024-01-03,121.96
2024-01-04,122.01
2024-01-05,121.99
2024-01-06,122.04
2024-01-07,122.02
2024-01-08,122.07
2024-01-09,122.05
2024-01-10,122.10
2024-01-11,122.08
2024-01-12,122.13
2024-01-13,122.11
2024-01-14,122.16
2024-01-15,122.14
2024-01-16,122.19
2024-01-17,122.17
2024-01-18,122.22
2024-01-19,122.20
2024-01-20,122.25
2024-01-21,122.23
2024-01-22,122.28
2024-01-23,122.26
2024-01-24,122.31
2024-01-25,122.29
2024-01-26,122.34
2024-01-27,122.32
2024-01-28,122.37
2024-01-29,122.35
2024-01-30,122.40
2024-01-31,122.38
2024-02-01,122.43
2024-02-02,122.41
2024-02-03,122.46
2024-02-04,122.44
2024-02-05,122.49
2024-02-06,122.47
2024-02-07,122.52
2024-02-08,122.50
